Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
251.94	1.3743	14.783	0.067645	5.3197	5.4127	24.518	46.281	91.043	771.53	0.084178	76.469	0.10750	0.0060405	0.83082	1.2036	14.806	16.460	68.368	43.923	66.248	247.95	20.752	8.0964	0.018116
252.30	1.3882	14.761	0.067746	5.3512	5.4453	24.643	46.314	91.238	768.42	0.090161	76.141	0.10721	0.0059907	0.83961	1.1910	14.812	16.465	68.321	43.993	66.496	247.79	20.705	8.1125	0.018186
252.66	1.4022	14.739	0.067847	5.3827	5.4779	24.769	46.347	91.435	765.31	0.096216	75.814	0.10692	0.0059410	0.84848	1.1786	14.817	16.470	68.273	44.063	66.747	247.63	20.657	8.1287	0.018257
253.02	1.4163	14.717	0.067948	5.4143	5.5105	24.894	46.380	91.635	762.19	0.10235	75.488	0.10663	0.0058914	0.85744	1.1663	14.822	16.474	68.226	44.134	67.002	247.47	20.610	8.1450	0.018329
253.37	1.4305	14.695	0.068051	5.4459	5.5432	25.020	46.413	91.837	759.06	0.10855	75.162	0.10634	0.0058419	0.86649	1.1541	14.828	16.479	68.178	44.205	67.260	247.30	20.564	8.1614	0.018401
253.73	1.4447	14.673	0.068154	5.4776	5.5760	25.145	46.447	92.041	755.94	0.11483	74.838	0.10605	0.0057924	0.87562	1.1421	14.833	16.483	68.131	44.277	67.521	247.13	20.518	8.1779	0.018474
254.09	1.4591	14.650	0.068258	5.5093	5.6089	25.271	46.481	92.248	752.81	0.12119	74.515	0.10576	0.0057430	0.88483	1.1302	14.838	16.487	68.083	44.349	67.785	246.96	20.472	8.1945	0.018547
254.45	1.4736	14.628	0.068362	5.5411	5.6418	25.396	46.515	92.457	749.67	0.12762	74.192	0.10548	0.0056937	0.89413	1.1184	14.843	16.491	68.036	44.421	68.053	246.78	20.426	8.2112	0.018621
254.81	1.4882	14.605	0.068468	5.5729	5.6748	25.522	46.549	92.669	746.53	0.13414	73.870	0.10519	0.0056444	0.90353	1.1068	14.848	16.496	67.988	44.493	68.325	246.61	20.381	8.2280	0.018695
255.17	1.5029	14.583	0.068574	5.6048	5.7078	25.648	46.583	92.883	743.39	0.14074	73.549	0.10490	0.0055952	0.91301	1.0953	14.853	16.500	67.941	44.566	68.600	246.43	20.336	8.2449	0.018770
255.52	1.5177	14.560	0.068680	5.6367	5.7410	25.773	46.618	93.100	740.24	0.14742	73.229	0.10461	0.0055461	0.92258	1.0839	14.858	16.504	67.893	44.639	68.879	246.25	20.291	8.2619	0.018846
255.88	1.5327	14.538	0.068788	5.6687	5.7741	25.899	46.653	93.320	737.08	0.15419	72.909	0.10432	0.0054970	0.93224	1.0727	14.863	16.507	67.845	44.713	69.161	246.07	20.247	8.2790	0.018922
256.24	1.5477	14.515	0.068896	5.7008	5.8074	26.025	46.689	93.542	733.93	0.16105	72.591	0.10403	0.0054480	0.94199	1.0616	14.868	16.511	67.797	44.787	69.448	245.88	20.202	8.2962	0.018998
256.60	1.5628	14.492	0.069005	5.7329	5.8407	26.151	46.724	93.768	730.77	0.16799	72.273	0.10374	0.0053991	0.95184	1.0506	14.873	16.515	67.749	44.861	69.738	245.70	20.159	8.3136	0.019075
256.96	1.5780	14.469	0.069114	5.7650	5.8741	26.277	46.760	93.996	727.60	0.17502	71.956	0.10346	0.0053502	0.96178	1.0397	14.878	16.518	67.701	44.936	70.033	245.51	20.115	8.3310	0.019153
257.32	1.5934	14.446	0.069225	5.7973	5.9076	26.403	46.796	94.227	724.43	0.18215	71.640	0.10317	0.0053015	0.97182	1.0290	14.882	16.522	67.653	45.011	70.332	245.32	20.072	8.3486	0.019231
257.67	1.6088	14.423	0.069336	5.8295	5.9411	26.529	46.833	94.461	721.25	0.18936	71.324	0.10288	0.0052528	0.98196	1.0184	14.887	16.525	67.605	45.086	70.634	245.12	20.029	8.3663	0.019310
258.03	1.6244	14.399	0.069448	5.8619	5.9747	26.655	46.869	94.698	718.07	0.19668	71.010	0.10259	0.0052041	0.99219	1.0079	14.891	16.529	67.557	45.162	70.942	244.93	19.986	8.3841	0.019390
258.39	1.6401	14.376	0.069561	5.8943	6.0084	26.781	46.906	94.939	714.89	0.20409	70.696	0.10231	0.0051556	1.0025	0.99748	14.896	16.532	67.508	45.238	71.254	244.73	19.944	8.4021	0.019470
258.75	1.6559	14.352	0.069675	5.9267	6.0421	26.907	46.943	95.182	711.70	0.21159	70.382	0.10202	0.0051071	1.0130	0.98721	14.900	16.535	67.460	45.315	71.570	244.53	19.902	8.4202	0.019551
259.11	1.6717	14.329	0.069789	5.9593	6.0759	27.034	46.981	95.429	708.50	0.21920	70.070	0.10173	0.0050587	1.0235	0.97705	14.905	16.538	67.411	45.392	71.891	244.33	19.860	8.4384	0.019632
259.47	1.6877	14.305	0.069905	5.9918	6.1098	27.160	47.019	95.679	705.31	0.22692	69.758	0.10145	0.0050104	1.0341	0.96700	14.909	16.541	67.363	45.469	72.216	244.12	19.819	8.4567	0.019714
259.82	1.7039	14.281	0.070021	6.0245	6.1438	27.286	47.057	95.933	702.10	0.23473	69.447	0.10116	0.0049621	1.0449	0.95706	14.913	16.544	67.314	45.547	72.547	243.92	19.778	8.4752	0.019797
260.18	1.7201	14.258	0.070138	6.0572	6.1778	27.413	47.095	96.189	698.89	0.24266	69.136	0.10087	0.0049139	1.0557	0.94723	14.917	16.547	67.265	45.626	72.883	243.71	19.737	8.4938	0.019881
260.54	1.7364	14.234	0.070256	6.0900	6.2119	27.540	47.134	96.450	695.68	0.25069	68.827	0.10059	0.0048658	1.0667	0.93750	14.921	16.549	67.216	45.704	73.223	243.50	19.696	8.5125	0.019965
260.90	1.7529	14.210	0.070375	6.1228	6.2461	27.666	47.173	96.714	692.46	0.25883	68.517	0.10030	0.0048178	1.0777	0.92788	14.925	16.552	67.167	45.783	73.569	243.28	19.655	8.5314	0.020050
