Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
73.553	0.063117	29.382	0.034035	-3.6376	-3.6355	76.532	31.009	56.745	889.91	-0.36279	187.89	0.15242	0.0097491	0.10648	9.3915	1.4840	2.0768	154.19	21.397	30.798	171.71	29.795	5.1516	0.0067492
73.658	0.063993	29.365	0.034054	-3.6317	-3.6295	76.613	30.991	56.755	888.85	-0.36225	187.04	0.15221	0.0097249	0.10784	9.2732	1.4858	2.0792	154.12	21.402	30.815	171.81	29.713	5.1596	0.0067610
73.763	0.064879	29.348	0.034073	-3.6257	-3.6235	76.693	30.973	56.766	887.79	-0.36171	186.21	0.15200	0.0097006	0.10921	9.1566	1.4876	2.0817	154.04	21.408	30.832	171.90	29.632	5.1676	0.0067729
73.868	0.065775	29.332	0.034093	-3.6198	-3.6175	76.774	30.955	56.777	886.73	-0.36116	185.37	0.15179	0.0096764	0.11060	9.0419	1.4894	2.0841	153.96	21.413	30.849	171.99	29.551	5.1756	0.0067848
73.973	0.066680	29.315	0.034112	-3.6138	-3.6116	76.855	30.937	56.788	885.67	-0.36061	184.55	0.15158	0.0096522	0.11199	8.9290	1.4911	2.0865	153.88	21.418	30.866	172.08	29.471	5.1836	0.0067967
74.078	0.067595	29.299	0.034131	-3.6079	-3.6056	76.935	30.918	56.799	884.61	-0.36005	183.72	0.15137	0.0096280	0.11341	8.8178	1.4929	2.0889	153.81	21.424	30.883	172.17	29.391	5.1916	0.0068086
74.183	0.068519	29.282	0.034150	-3.6019	-3.5996	77.015	30.900	56.810	883.54	-0.35950	182.91	0.15116	0.0096038	0.11483	8.7084	1.4946	2.0913	153.73	21.429	30.900	172.26	29.311	5.1996	0.0068206
74.288	0.069453	29.266	0.034170	-3.5960	-3.5936	77.096	30.882	56.821	882.48	-0.35894	182.10	0.15095	0.0095797	0.11627	8.6006	1.4964	2.0937	153.65	21.434	30.918	172.35	29.232	5.2076	0.0068325
74.393	0.070397	29.249	0.034189	-3.5900	-3.5876	77.176	30.864	56.832	881.42	-0.35837	181.29	0.15074	0.0095555	0.11772	8.4944	1.4981	2.0961	153.58	21.440	30.935	172.44	29.153	5.2157	0.0068445
74.498	0.071351	29.232	0.034209	-3.5841	-3.5816	77.256	30.846	56.843	880.36	-0.35781	180.49	0.15054	0.0095314	0.11919	8.3899	1.4999	2.0985	153.50	21.445	30.953	172.53	29.075	5.2237	0.0068564
74.603	0.072315	29.216	0.034228	-3.5781	-3.5756	77.336	30.828	56.855	879.30	-0.35724	179.70	0.15033	0.0095072	0.12067	8.2870	1.5016	2.1009	153.42	21.451	30.971	172.62	28.997	5.2317	0.0068684
74.709	0.073288	29.199	0.034248	-3.5721	-3.5696	77.416	30.810	56.866	878.23	-0.35666	178.91	0.15012	0.0094831	0.12217	8.1856	1.5034	2.1033	153.35	21.456	30.989	172.71	28.920	5.2398	0.0068804
74.814	0.074272	29.182	0.034267	-3.5662	-3.5636	77.495	30.792	56.878	877.17	-0.35609	178.13	0.14991	0.0094590	0.12367	8.0858	1.5051	2.1057	153.27	21.462	31.007	172.79	28.843	5.2478	0.0068924
74.919	0.075266	29.166	0.034287	-3.5602	-3.5576	77.575	30.774	56.890	876.11	-0.35551	177.35	0.14970	0.0094349	0.12520	7.9875	1.5068	2.1080	153.20	21.468	31.025	172.88	28.766	5.2559	0.0069044
75.024	0.076270	29.149	0.034306	-3.5543	-3.5516	77.654	30.756	56.901	875.04	-0.35492	176.58	0.14949	0.0094108	0.12673	7.8907	1.5086	2.1104	153.12	21.473	31.044	172.97	28.690	5.2639	0.0069165
75.129	0.077285	29.132	0.034326	-3.5483	-3.5456	77.734	30.739	56.913	873.98	-0.35434	175.81	0.14928	0.0093868	0.12828	7.7953	1.5103	2.1128	153.05	21.479	31.062	173.06	28.614	5.2720	0.0069285
75.234	0.078310	29.116	0.034346	-3.5423	-3.5396	77.813	30.721	56.925	872.92	-0.35375	175.04	0.14907	0.0093627	0.12985	7.7014	1.5120	2.1151	152.98	21.485	31.081	173.14	28.539	5.2801	0.0069406
75.339	0.079345	29.099	0.034366	-3.5364	-3.5336	77.893	30.703	56.937	871.85	-0.35316	174.29	0.14886	0.0093386	0.13143	7.6088	1.5137	2.1175	152.90	21.490	31.099	173.23	28.464	5.2881	0.0069527
75.444	0.080391	29.082	0.034385	-3.5304	-3.5276	77.972	30.685	56.950	870.79	-0.35256	173.53	0.14865	0.0093146	0.13302	7.5176	1.5155	2.1198	152.83	21.496	31.118	173.32	28.389	5.2962	0.0069648
75.549	0.081447	29.065	0.034405	-3.5244	-3.5216	78.051	30.668	56.962	869.73	-0.35196	172.79	0.14844	0.0092906	0.13463	7.4278	1.5172	2.1221	152.75	21.502	31.137	173.40	28.315	5.3043	0.0069769
75.654	0.082514	29.049	0.034425	-3.5185	-3.5156	78.130	30.650	56.974	868.66	-0.35136	172.04	0.14823	0.0092666	0.13625	7.3394	1.5189	2.1245	152.68	21.508	31.156	173.49	28.241	5.3124	0.0069890
75.759	0.083591	29.032	0.034445	-3.5125	-3.5096	78.209	30.632	56.987	867.60	-0.35075	171.30	0.14802	0.0092426	0.13789	7.2522	1.5206	2.1268	152.61	21.514	31.176	173.57	28.168	5.3205	0.0070012
75.864	0.084680	29.015	0.034465	-3.5065	-3.5036	78.287	30.615	56.999	866.53	-0.35014	170.57	0.14781	0.0092186	0.13954	7.1663	1.5223	2.1291	152.53	21.519	31.195	173.66	28.095	5.3286	0.0070133
75.969	0.085779	28.998	0.034485	-3.5005	-3.4976	78.366	30.597	57.012	865.47	-0.34953	169.84	0.14760	0.0091946	0.14121	7.0817	1.5240	2.1314	152.46	21.525	31.215	173.74	28.022	5.3367	0.0070255
76.074	0.086889	28.981	0.034505	-3.4946	-3.4916	78.445	30.580	57.025	864.40	-0.34892	169.12	0.14740	0.0091707	0.14289	6.9983	1.5257	2.1338	152.39	21.531	31.234	173.83	27.950	5.3448	0.0070377
76.179	0.088010	28.964	0.034525	-3.4886	-3.4856	78.523	30.562	57.038	863.33	-0.34830	168.40	0.14719	0.0091467	0.14459	6.9161	1.5274	2.1361	152.32	21.537	31.254	173.91	27.878	5.3529	0.0070499
76.285	0.089143	28.948	0.034545	-3.4826	-3.4795	78.602	30.545	57.051	862.27	-0.34767	167.69	0.14698	0.0091228	0.14630	6.8351	1.5291	2.1384	152.25	21.543	31.274	173.99	27.806	5.3610	0.0070621
76.390	0.090286	28.931	0.034565	-3.4766	-3.4735	78.680	30.527	57.064	861.20	-0.34705	166.98	0.14677	0.0090988	0.14803	6.7554	1.5307	2.1407	152.17	21.549	31.294	174.08	27.735	5.3691	0.0070743
76.495	0.091441	28.914	0.034586	-3.4707	-3.4675	78.758	30.510	57.077	860.14	-0.34642	166.27	0.14656	0.0090749	0.14977	6.6767	1.5324	2.1429	152.10	21.555	31.314	174.16	27.664	5.3773	0.0070866
76.600	0.092606	28.897	0.034606	-3.4647	-3.4615	78.836	30.492	57.090	859.07	-0.34578	165.57	0.14635	0.0090510	0.15153	6.5992	1.5341	2.1452	152.03	21.561	31.335	174.24	27.593	5.3854	0.0070989
76.705	0.093784	28.880	0.034626	-3.4587	-3.4555	78.914	30.475	57.104	858.00	-0.34515	164.87	0.14614	0.0090272	0.15331	6.5228	1.5358	2.1475	151.96	21.568	31.355	174.32	27.523	5.3935	0.0071112
76.810	0.094972	28.863	0.034646	-3.4527	-3.4494	78.992	30.458	57.117	856.93	-0.34450	164.18	0.14593	0.0090033	0.15510	6.4475	1.5374	2.1498	151.89	21.574	31.376	174.41	27.453	5.4017	0.0071235
76.915	0.096172	28.846	0.034667	-3.4467	-3.4434	79.070	30.440	57.131	855.87	-0.34386	163.49	0.14572	0.0089794	0.15690	6.3733	1.5391	2.1520	151.82	21.580	31.397	174.49	27.384	5.4098	0.0071358
