Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
149.45	1.0144	22.378	0.044688	2.2074	2.2527	17.033	30.799	64.677	927.46	-0.084447	56.553	0.12996	0.0058807	0.99259	1.0075	7.8813	8.9032	61.533	28.384	46.329	286.04	17.967	5.7982	0.018208
149.62	1.0221	22.357	0.044729	2.2178	2.2635	17.103	30.793	64.754	925.46	-0.081618	56.380	0.12972	0.0058517	1.0002	0.99984	7.8826	8.9045	61.490	28.401	46.428	286.02	17.937	5.8059	0.018249
149.78	1.0298	22.336	0.044771	2.2282	2.2743	17.173	30.787	64.831	923.45	-0.078767	56.207	0.12949	0.0058228	1.0078	0.99228	7.8839	8.9058	61.447	28.417	46.527	286.00	17.908	5.8135	0.018290
149.95	1.0376	22.315	0.044812	2.2387	2.2852	17.243	30.781	64.909	921.45	-0.075895	56.035	0.12925	0.0057939	1.0154	0.98479	7.8852	8.9071	61.404	28.434	46.627	285.98	17.879	5.8212	0.018331
150.12	1.0455	22.294	0.044854	2.2491	2.2960	17.313	30.775	64.987	919.44	-0.073001	55.864	0.12901	0.0057650	1.0232	0.97736	7.8865	8.9083	61.361	28.451	46.728	285.95	17.850	5.8290	0.018373
150.28	1.0533	22.273	0.044897	2.2596	2.3069	17.383	30.770	65.066	917.43	-0.070085	55.693	0.12878	0.0057361	1.0309	0.97000	7.8878	8.9095	61.318	28.468	46.830	285.93	17.821	5.8367	0.018414
150.45	1.0613	22.252	0.044939	2.2701	2.3178	17.453	30.764	65.146	915.41	-0.067146	55.522	0.12854	0.0057073	1.0387	0.96270	7.8890	8.9107	61.275	28.485	46.933	285.90	17.792	5.8445	0.018456
150.62	1.0692	22.232	0.044981	2.2805	2.3286	17.523	30.759	65.226	913.40	-0.064185	55.352	0.12830	0.0056785	1.0466	0.95547	7.8902	8.9118	61.232	28.503	47.037	285.88	17.763	5.8523	0.018498
150.78	1.0773	22.210	0.045024	2.2910	2.3395	17.593	30.753	65.307	911.38	-0.061201	55.183	0.12807	0.0056497	1.0545	0.94830	7.8914	8.9130	61.188	28.520	47.141	285.85	17.735	5.8601	0.018540
150.95	1.0853	22.189	0.045067	2.3015	2.3504	17.663	30.747	65.389	909.36	-0.058194	55.014	0.12783	0.0056209	1.0625	0.94119	7.8926	8.9141	61.145	28.537	47.247	285.82	17.706	5.8679	0.018583
